number,duration,params_fair_weight,params_learning_rate,params_max_depth,params_multiplier_learning_rate,params_n_estimators
21,0 days 00:00:23.921687,0.04407143784401437,0.1442328217939171,3,0.13994986832659465,999
22,0 days 00:00:08.746787,0.07099928320760458,0.03355049730951926,5,0.007900772723020526,254
23,0 days 00:00:12.749620,0.41821916479800164,0.13398562122246746,3,0.08396841076743991,546
24,0 days 00:00:08.410288,0.5170339770042572,0.016790269104181757,4,0.002797049778694433,261
25,0 days 00:00:05.377378,0.04342199791615155,0.07647242529628635,3,0.0010256081485387784,220
26,0 days 00:00:16.984515,0.044017188507682145,0.40504094387341133,6,0.00521598074267265,497
27,0 days 00:00:14.100517,0.8797330002677974,0.2705781374104904,5,0.11195272988404438,451
28,0 days 00:00:12.465974,0.004062231242841079,0.012501640255215251,6,0.11232849704618557,331
29,0 days 00:00:07.247320,0.004576522266083517,0.15684698689497284,3,0.0016587543759801382,287
30,0 days 00:00:22.623647,0.00511455220467562,0.015622357714086845,3,0.04134771360812812,936
31,0 days 00:00:11.744489,0.2489603444321905,0.05854234717368979,2,0.04816746991313088,492
32,0 days 00:00:10.083299,0.029436418242581523,0.13581665036142007,3,0.1269892278420426,392
33,0 days 00:00:09.143477,0.7166403226984255,0.014834705329258466,2,0.301508852953949,375
34,0 days 00:00:09.768665,0.02578493631262488,0.013190453194871958,3,0.0013320558444214622,372
35,0 days 00:00:16.037188,0.07340704964184494,0.022847202563076967,5,0.008004667072330952,493
36,0 days 00:00:08.378982,0.571917547347617,0.27847079394030033,2,0.09573077234464761,360
37,0 days 00:00:07.207800,0.011668705890656104,0.032291638559345026,2,0.14897612423025972,299
38,0 days 00:00:16.783271,0.007282420506706951,0.012992556065839928,6,0.15108762531746542,431
39,0 days 00:00:09.783277,0.006552961461976288,0.21242143795223561,2,0.09800077528662354,433
40,0 days 00:00:25.905681,0.027700557716529284,0.01472728472703192,4,0.002938201620678784,889
41,0 days 00:00:20.639437,0.0073675918668034135,0.017460470880267948,6,0.0680914752287025,562
42,0 days 00:00:22.072277,0.06103884583007874,0.08686315341107473,6,0.15328265930953883,530
43,0 days 00:00:07.410453,0.18579218498625502,0.0665292791174701,6,0.003687091544321789,200
44,0 days 00:00:29.023864,0.4498528043848394,0.24118646357420792,6,0.011662564390069317,820
45,0 days 00:00:18.188215,0.07705072033028006,0.010343637935408847,4,0.004231194303634482,668
46,0 days 00:00:31.249585,0.016828086402705122,0.024080566509915115,6,0.001427676114065517,855
47,0 days 00:00:09.657501,0.04008207988298359,0.0369274394167475,6,0.006316840017918664,243
48,0 days 00:00:17.284331,0.019350632903893602,0.12523257756415376,5,0.014988495813882206,474
49,0 days 00:00:15.261624,0.12442785460997434,0.0573761734654558,2,0.0012441546656203246,741
50,0 days 00:00:22.174736,0.03963532833472948,0.010568206066262083,6,0.24518511351166175,584
51,0 days 00:00:08.757038,0.3675413088081224,0.05890613457500694,2,0.044297032579722465,388
52,0 days 00:00:23.520493,0.851331842997315,0.012201386607959311,6,0.0805442745258681,635
53,0 days 00:00:14.022064,0.028864677303890102,0.3651406627374843,5,0.001434739830615968,445
54,0 days 00:00:04.927230,0.8321781667590703,0.06544690930504861,3,0.14650321136682107,201
55,0 days 00:00:08.561753,0.332813458111206,0.1744674542957247,3,0.001072964704747625,369
56,0 days 00:00:05.509459,0.0011283515844555797,0.21256885617796215,3,0.0038796174355262597,226
57,0 days 00:00:08.166326,0.10231988706076378,0.06056645671689081,2,0.009346347620490175,387
58,0 days 00:00:31.180759,0.027168321949185892,0.03858906115513979,6,0.16332190512962036,876
59,0 days 00:00:26.992036,0.024368828244905737,0.03059129271981756,4,0.035933530002570276,955
60,0 days 00:00:10.376069,0.037331744408507075,0.43031410407481197,6,0.09244737034860266,297
61,0 days 00:00:24.227165,0.0061681972923551065,0.16101499240874037,4,0.0036301660218754097,932
62,0 days 00:00:10.889337,0.024041133143777763,0.05008871815869276,6,0.0021660337404371334,289
63,0 days 00:00:09.512912,0.05410107337590461,0.19323428686234737,6,0.001954877467919953,263
64,0 days 00:00:06.833254,0.01824800797433878,0.13258484191160455,2,0.05633235076324355,341
65,0 days 00:00:11.708529,0.11330169383233389,0.06968390397282886,6,0.0035125866051396075,317
66,0 days 00:00:10.508753,0.004700057715316157,0.19257992728306103,3,0.003726960490492626,452
67,0 days 00:00:05.660246,0.19529972033594728,0.012952431156643048,3,0.0017917050201503577,202
68,0 days 00:00:18.652557,0.7362870568155127,0.01783403928576296,5,0.0022135202397127493,553
69,0 days 00:00:17.852443,0.1007406605877042,0.19820852272183678,2,0.3494855758848496,791
70,0 days 00:00:22.976492,0.11347263259459486,0.024471783831431747,5,0.012039917076615846,712
71,0 days 00:00:09.715395,0.1456389888551853,0.04942034042001338,5,0.33446274307280827,294
72,0 days 00:00:25.177530,0.016764531222959466,0.2540455297892823,6,0.0016667805454006963,724
73,0 days 00:00:10.432089,0.3422356429581226,0.2238831838662959,3,0.059654606456021456,422
74,0 days 00:00:31.233790,0.4324755390949517,0.047828916709009676,6,0.001083794175304611,887
75,0 days 00:00:07.485048,0.2300886943968608,0.05152059725808092,3,0.005396844375284356,301
76,0 days 00:00:05.500090,0.5969006097356304,0.0174828000877957,3,0.01860352743224803,204
77,0 days 00:00:19.522629,0.001844008872766581,0.05953087748260292,6,0.00869241257970825,534
78,0 days 00:00:07.297793,0.05888503521624083,0.15300867415692734,5,0.008436985552142047,222
79,0 days 00:00:07.597707,0.003732259370096619,0.2805474869299244,6,0.0012285885329065582,212
80,0 days 00:00:09.227565,0.46462433822774174,0.11648327749194089,6,0.03793530191644445,244
81,0 days 00:00:19.680189,0.021884424882433823,0.10578249903816506,4,0.04563083755335994,763
82,0 days 00:00:15.718692,0.3907832601210538,0.4680199141320646,2,0.0696901558571838,795
83,0 days 00:00:13.538362,0.1109261483879771,0.010065293580192805,5,0.001434108396951214,371
84,0 days 00:00:09.677652,0.06333863190339145,0.019051563746296428,5,0.4511946690674429,279
85,0 days 00:00:26.086584,0.03357413035616532,0.012736960227442608,5,0.06919355076244653,810
86,0 days 00:00:07.130336,0.103102466182032,0.018369273069820044,4,0.03212312513054367,254
87,0 days 00:00:16.816432,0.010964795169179467,0.031699720885139206,6,0.001770594966345291,421
88,0 days 00:00:11.761929,0.03219149168059222,0.41020545769841726,5,0.21149648736745713,366
89,0 days 00:00:04.621156,0.2554332919269002,0.10544013796439095,2,0.005835751620549697,204
90,0 days 00:00:06.756072,0.004118094659716473,0.02786467511984269,3,0.24516065044906363,264
91,0 days 00:00:20.377724,0.3364306776955185,0.22491292351025757,5,0.14329120658882813,735
92,0 days 00:00:19.103060,0.0050029928090116055,0.2102233626532522,3,0.005174674644002121,945
93,0 days 00:00:24.325984,0.16080489986814617,0.017641292244688425,6,0.30825663818338267,994
94,0 days 00:00:13.531978,0.5651124758285988,0.010195955075902872,2,0.008148153471603744,623
95,0 days 00:00:16.653642,0.05193993543018299,0.08820760888236129,4,0.38868629544088606,806
96,0 days 00:00:18.163063,0.04118838370955226,0.04033641210774027,6,0.3074632766235457,799
97,0 days 00:00:07.408481,0.13544695007369054,0.023136746832490753,2,0.002861436202585499,326
98,0 days 00:00:11.659304,0.0016861153141888897,0.2522907608758532,6,0.004854561413982495,430
99,0 days 00:00:08.284159,0.0016706479799205515,0.47548207983603136,5,0.0016303044162541771,307
