fold,trial,model,params,roc,acc,eod,spd,eq_loss
6,1,FairGBMClassifier,"{'n_estimators': 44, 'min_child_samples': 493, 'max_depth': 4, 'reg_lambda': 0.47075738043811144, 'learning_rate': 0.08662288437054998, 'multiplier_learning_rate': 0.263885578788057, 'constraint_fnr_tolerance': 0.005059000326225482}",0.5,0.29,0.0,0.0,0.07457710144181595
6,2,FairGBMClassifier,"{'n_estimators': 105, 'min_child_samples': 13, 'max_depth': 3, 'reg_lambda': 0.03570412888976873, 'learning_rate': 0.17570820505567206, 'multiplier_learning_rate': 0.17895927727945546, 'constraint_fnr_tolerance': 0.0511644503513636}",0.7404079650315687,0.695,-0.13012318029115333,-0.17361111111111116,0.12237020666793119
6,3,FairGBMClassifier,"{'n_estimators': 129, 'min_child_samples': 23, 'max_depth': 10, 'reg_lambda': 0.8989494938757586, 'learning_rate': 0.34857031925263793, 'multiplier_learning_rate': 0.4311828805193288, 'constraint_fnr_tolerance': 0.05914708785554355}",0.47765905779504614,0.29,0.0,0.0,-14.40962715056596
6,4,FairGBMClassifier,"{'n_estimators': 34, 'min_child_samples': 500, 'max_depth': 10, 'reg_lambda': 0.003752238047493346, 'learning_rate': 0.010236460657081356, 'multiplier_learning_rate': 0.04532776237333271, 'constraint_fnr_tolerance': 0.01912450940876435}",0.5,0.29,0.0,0.0,0.07457710144181595
6,5,FairGBMClassifier,"{'n_estimators': 10, 'min_child_samples': 6, 'max_depth': 8, 'reg_lambda': 0.038562124787277205, 'learning_rate': 0.027996092560265584, 'multiplier_learning_rate': 0.005566763921571112, 'constraint_fnr_tolerance': 0.11466033660516331}",0.7418042739193784,0.655,0.0492721164613662,0.04427083333333337,0.06843768396477878
7,0,FairGBMClassifier,"{'n_estimators': 289, 'min_child_samples': 33, 'max_depth': 4, 'reg_lambda': 0.004062437150190243, 'learning_rate': 0.048214849237689976, 'multiplier_learning_rate': 0.022434479921863208, 'constraint_fnr_tolerance': 0.0059615542472744795}",0.7209810587663914,0.71,0.029339305711086228,-0.00520833333333337,0.033022877888623015
7,1,FairGBMClassifier,"{'n_estimators': 50, 'min_child_samples': 12, 'max_depth': 10, 'reg_lambda': 91.76640271756942, 'learning_rate': 0.017234689027780702, 'multiplier_learning_rate': 0.012750133934851929, 'constraint_fnr_tolerance': 0.033049310949884}",0.7533389995143274,0.68,0.049944008958566544,0.02951388888888884,0.07312894547685145
7,2,FairGBMClassifier,"{'n_estimators': 12, 'min_child_samples': 64, 'max_depth': 9, 'reg_lambda': 8.25722809179122, 'learning_rate': 0.04200213665565768, 'multiplier_learning_rate': 0.008555210175729794, 'constraint_fnr_tolerance': 0.03770657539070008}",0.7640237979601748,0.68,-0.05666293393057109,0.0026041666666666297,0.07778897560625964
7,3,FairGBMClassifier,"{'n_estimators': 164, 'min_child_samples': 13, 'max_depth': 4, 'reg_lambda': 0.9907798233105231, 'learning_rate': 0.13499426528662217, 'multiplier_learning_rate': 0.008752081920436349, 'constraint_fnr_tolerance': 0.24427600651324793}",0.7134531325886353,0.74,0.0087346024636058,-0.03993055555555558,-0.0046636583876557
8,0,FairGBMClassifier,"{'n_estimators': 472, 'min_child_samples': 123, 'max_depth': 2, 'reg_lambda': 281.7547424711591, 'learning_rate': 0.019870784495600043, 'multiplier_learning_rate': 0.18849040554389887, 'constraint_fnr_tolerance': 0.005954175799443128}",0.7550388538125303,0.75,0.019708846584546524,0.04947916666666663,0.09092007922720124
8,1,FairGBMClassifier,"{'n_estimators': 76, 'min_child_samples': 282, 'max_depth': 2, 'reg_lambda': 3.506369478418351, 'learning_rate': 0.06520338358214454, 'multiplier_learning_rate': 0.027511792930798633, 'constraint_fnr_tolerance': 0.012189735632469445}",0.6499514327343371,0.605,-0.0676371780515117,-0.01475694444444442,0.06988364822533877
8,2,FairGBMClassifier,"{'n_estimators': 54, 'min_child_samples': 176, 'max_depth': 7, 'reg_lambda': 0.0010704158993963145, 'learning_rate': 0.21043737901593368, 'multiplier_learning_rate': 0.043319851439780115, 'constraint_fnr_tolerance': 0.35106412353137245}",0.7475716367168528,0.74,-0.033370660694288956,0.0060763888888888395,0.09309718198213546
9,0,FairGBMClassifier,"{'n_estimators': 11, 'min_child_samples': 426, 'max_depth': 2, 'reg_lambda': 2.521406676851145, 'learning_rate': 0.4747278247439676, 'multiplier_learning_rate': 0.013192644593867969, 'constraint_fnr_tolerance': 0.0543298164416312}",0.5,0.29,0.0,0.0,0.07516611120278294
9,1,FairGBMClassifier,"{'n_estimators': 416, 'min_child_samples': 19, 'max_depth': 5, 'reg_lambda': 1.4713798743487514, 'learning_rate': 0.21409889891066616, 'multiplier_learning_rate': 0.0716672295345474, 'constraint_fnr_tolerance': 0.006965139830822157}",0.7095677513355998,0.68,-0.07681970884658451,-0.15104166666666663,0.10572625198051522
9,2,FairGBMClassifier,"{'n_estimators': 23, 'min_child_samples': 6, 'max_depth': 7, 'reg_lambda': 0.2021021809793046, 'learning_rate': 0.02896811732124438, 'multiplier_learning_rate': 0.04128741651428791, 'constraint_fnr_tolerance': 0.04963435552020871}",0.7591063623118018,0.715,0.0405375139977604,0.0078125,0.052448197035523614
9,3,FairGBMClassifier,"{'n_estimators': 24, 'min_child_samples': 407, 'max_depth': 7, 'reg_lambda': 0.2643337417493831, 'learning_rate': 0.039406612419944566, 'multiplier_learning_rate': 0.014701312748519026, 'constraint_fnr_tolerance': 0.04454822215068352}",0.5,0.29,0.0,0.0,0.07516611120278294
9,4,FairGBMClassifier,"{'n_estimators': 188, 'min_child_samples': 420, 'max_depth': 4, 'reg_lambda': 0.016285231733211426, 'learning_rate': 0.24771494917737244, 'multiplier_learning_rate': 0.4125054451578535, 'constraint_fnr_tolerance': 0.03537633126329347}",0.5,0.29,0.0,0.0,0.07516611120278294
9,5,FairGBMClassifier,"{'n_estimators': 408, 'min_child_samples': 7, 'max_depth': 6, 'reg_lambda': 0.04444915516496962, 'learning_rate': 0.07868836326249959, 'multiplier_learning_rate': 0.03865654275280276, 'constraint_fnr_tolerance': 0.13918506513427367}",0.714667314230209,0.78,-0.0013437849944009095,-0.02170138888888884,0.020662877537928614
