fold,trial,model,params,roc,acc,eod,spd,eq_loss
2,3,LGBMClassifier,"{'num_leaves': 113, 'n_estimators': 54, 'min_child_samples': 266, 'max_depth': 7, 'reg_lambda': 0.0370293499990712, 'learning_rate': 0.01164534996758706}",0.6704761904761904,0.6,-0.09000000000000002,-0.0944366526414212,0.06547782509566169
2,4,LGBMClassifier,"{'num_leaves': 5, 'n_estimators': 280, 'min_child_samples': 45, 'max_depth': 9, 'reg_lambda': 26.851559254293814, 'learning_rate': 0.07896366427191041}",0.7704761904761904,0.62,-0.17000000000000004,-0.16549789621318375,0.03332290853503983
2,5,LGBMClassifier,"{'num_leaves': 25, 'n_estimators': 159, 'min_child_samples': 239, 'max_depth': 9, 'reg_lambda': 0.0281590329964006, 'learning_rate': 0.36039101451128086}",0.7233333333333334,0.69,0.16000000000000003,0.015427769985974837,-0.1259740068722336
3,0,LGBMClassifier,"{'num_leaves': 252, 'n_estimators': 88, 'min_child_samples': 16, 'max_depth': 2, 'reg_lambda': 5.8118632158150705, 'learning_rate': 0.11625038030778533}",0.758095238095238,0.71,-0.22552447552447552,-0.19949066213921907,-0.009931076655268933
3,1,LGBMClassifier,"{'num_leaves': 2, 'n_estimators': 10, 'min_child_samples': 19, 'max_depth': 5, 'reg_lambda': 65.84125738083952, 'learning_rate': 0.09146430804125127}",0.6333333333333333,0.3,0.0,0.0,-0.005682589174866193
3,2,LGBMClassifier,"{'num_leaves': 153, 'n_estimators': 223, 'min_child_samples': 340, 'max_depth': 3, 'reg_lambda': 698.4576397037042, 'learning_rate': 0.056335282416307295}",0.5488095238095239,0.3,0.0,0.0,0.02663303995938371
3,3,LGBMClassifier,"{'num_leaves': 209, 'n_estimators': 25, 'min_child_samples': 45, 'max_depth': 10, 'reg_lambda': 0.01789463530102294, 'learning_rate': 0.017744526722629998}",0.69,0.69,-0.22552447552447552,-0.18930390492359928,0.014736092725385008
3,4,LGBMClassifier,"{'num_leaves': 82, 'n_estimators': 58, 'min_child_samples': 464, 'max_depth': 9, 'reg_lambda': 35.08322264375022, 'learning_rate': 0.3266038454461712}",0.5,0.3,0.0,0.0,0.021275583265482623
3,5,LGBMClassifier,"{'num_leaves': 6, 'n_estimators': 221, 'min_child_samples': 39, 'max_depth': 4, 'reg_lambda': 0.0031663792698349777, 'learning_rate': 0.020108636130619598}",0.7333333333333333,0.72,-0.14860139860139865,-0.1629881154499151,-0.01984463133715486
4,0,LGBMClassifier,"{'num_leaves': 134, 'n_estimators': 13, 'min_child_samples': 15, 'max_depth': 4, 'reg_lambda': 0.018186169118324325, 'learning_rate': 0.32638850900964606}",0.8247619047619048,0.72,0.11965811965811957,0.106544901065449,0.03438041600790126
4,1,LGBMClassifier,"{'num_leaves': 4, 'n_estimators': 104, 'min_child_samples': 246, 'max_depth': 4, 'reg_lambda': 54.429587207279745, 'learning_rate': 0.013796041298578733}",0.7876190476190476,0.61,-0.017094017094017144,0.0045662100456621,0.054310608678752925
4,2,LGBMClassifier,"{'num_leaves': 2, 'n_estimators': 17, 'min_child_samples': 20, 'max_depth': 7, 'reg_lambda': 5.811929465557705, 'learning_rate': 0.010288029831654529}",0.7119047619047619,0.3,0.0,0.0,0.04157439621036274
4,3,LGBMClassifier,"{'num_leaves': 103, 'n_estimators': 28, 'min_child_samples': 24, 'max_depth': 6, 'reg_lambda': 1.3721534138338582, 'learning_rate': 0.4609969551496219}",0.809047619047619,0.72,0.010683760683760646,-0.0334855403348554,0.09182434523589378
4,4,LGBMClassifier,"{'num_leaves': 6, 'n_estimators': 45, 'min_child_samples': 353, 'max_depth': 8, 'reg_lambda': 366.0038422264694, 'learning_rate': 0.01345943187615536}",0.6238095238095239,0.3,0.0,0.0,0.04219139219455181
4,5,LGBMClassifier,"{'num_leaves': 53, 'n_estimators': 55, 'min_child_samples': 417, 'max_depth': 10, 'reg_lambda': 373.4857551194124, 'learning_rate': 0.45725847039734463}",0.5,0.3,0.0,0.0,0.037876885688892026
4,6,LGBMClassifier,"{'num_leaves': 28, 'n_estimators': 11, 'min_child_samples': 439, 'max_depth': 10, 'reg_lambda': 0.030304317070930568, 'learning_rate': 0.010088080841327778}",0.5,0.3,0.0,0.0,0.037876885688892026
4,7,LGBMClassifier,"{'num_leaves': 3, 'n_estimators': 26, 'min_child_samples': 6, 'max_depth': 6, 'reg_lambda': 0.0012002011783192222, 'learning_rate': 0.4028085675255444}",0.8378571428571429,0.75,0.044871794871794934,0.09690512430238452,0.08084805532264955
4,8,LGBMClassifier,"{'num_leaves': 3, 'n_estimators': 74, 'min_child_samples': 500, 'max_depth': 6, 'reg_lambda': 0.0011385540085512467, 'learning_rate': 0.29877106503650275}",0.5,0.3,0.0,0.0,0.037876885688892026
4,9,LGBMClassifier,"{'num_leaves': 44, 'n_estimators': 13, 'min_child_samples': 155, 'max_depth': 6, 'reg_lambda': 0.006268460163379241, 'learning_rate': 0.030982623347873647}",0.8169047619047619,0.66,-0.13247863247863245,-0.091324200913242,0.06980001302885197
4,10,LGBMClassifier,"{'num_leaves': 221, 'n_estimators': 299, 'min_child_samples': 185, 'max_depth': 9, 'reg_lambda': 600.6819618393779, 'learning_rate': 0.01892750699970194}",0.7845238095238095,0.61,-0.017094017094017144,0.0045662100456621,0.07292428186940292
5,0,LGBMClassifier,"{'num_leaves': 2, 'n_estimators': 53, 'min_child_samples': 67, 'max_depth': 2, 'reg_lambda': 1.3283140814452856, 'learning_rate': 0.41514266594204374}",0.7666666666666666,0.65,0.10037878787878796,0.16602316602316597,-0.18099937381657732
5,1,LGBMClassifier,"{'num_leaves': 2, 'n_estimators': 19, 'min_child_samples': 78, 'max_depth': 6, 'reg_lambda': 1.2616244728161476, 'learning_rate': 0.027996125001650288}",0.6523809523809524,0.3,0.0,0.0,-0.1259172977172328
5,2,LGBMClassifier,"{'num_leaves': 113, 'n_estimators': 176, 'min_child_samples': 6, 'max_depth': 6, 'reg_lambda': 10.054319992638636, 'learning_rate': 0.19098211057720998}",0.7995238095238095,0.64,0.17045454545454547,0.17245817245817247,-0.2636979723667419
5,3,LGBMClassifier,"{'num_leaves': 4, 'n_estimators': 60, 'min_child_samples': 97, 'max_depth': 8, 'reg_lambda': 516.9065642549765, 'learning_rate': 0.19528478780761682}",0.7459523809523808,0.66,-0.032196969696969724,0.021450021450021395,-0.14587073534683448
5,4,LGBMClassifier,"{'num_leaves': 57, 'n_estimators': 23, 'min_child_samples': 252, 'max_depth': 10, 'reg_lambda': 0.0014591361825031196, 'learning_rate': 0.011340456195103658}",0.6523809523809524,0.3,0.0,0.0,-0.13142116621545352
5,5,LGBMClassifier,"{'num_leaves': 33, 'n_estimators': 35, 'min_child_samples': 377, 'max_depth': 4, 'reg_lambda': 0.0032756163642617027, 'learning_rate': 0.08914790570376886}",0.6426190476190476,0.3,0.0,0.0,-0.11464136336264252
5,6,LGBMClassifier,"{'num_leaves': 190, 'n_estimators': 17, 'min_child_samples': 462, 'max_depth': 8, 'reg_lambda': 0.5663977622538674, 'learning_rate': 0.4291285937416009}",0.5,0.3,0.0,0.0,-0.13977446680720873
5,7,LGBMClassifier,"{'num_leaves': 9, 'n_estimators': 28, 'min_child_samples': 284, 'max_depth': 8, 'reg_lambda': 329.49652595603635, 'learning_rate': 0.13239607231450118}",0.7111904761904762,0.54,-0.013257575757575801,-0.0068640068640069,-0.14208055697919897
5,8,LGBMClassifier,"{'num_leaves': 2, 'n_estimators': 25, 'min_child_samples': 47, 'max_depth': 8, 'reg_lambda': 14.212053259022955, 'learning_rate': 0.021014544849123393}",0.6523809523809524,0.3,0.0,0.0,-0.1261293269224557
5,9,LGBMClassifier,"{'num_leaves': 15, 'n_estimators': 13, 'min_child_samples': 302, 'max_depth': 7, 'reg_lambda': 884.7913472385264, 'learning_rate': 0.21116653678272337}",0.7111904761904762,0.54,-0.013257575757575801,-0.0068640068640069,-0.13989505512868217
5,10,LGBMClassifier,"{'num_leaves': 2, 'n_estimators': 11, 'min_child_samples': 476, 'max_depth': 5, 'reg_lambda': 29.781984295735537, 'learning_rate': 0.2532894570324}",0.5,0.3,0.0,0.0,-0.13977446680720873
6,0,LGBMClassifier,"{'num_leaves': 30, 'n_estimators': 162, 'min_child_samples': 37, 'max_depth': 9, 'reg_lambda': 0.33133718705022713, 'learning_rate': 0.42716701934638435}",0.6804761904761906,0.72,0.14,0.09355509355509362,-0.5376861264075241
6,1,LGBMClassifier,"{'num_leaves': 4, 'n_estimators': 26, 'min_child_samples': 388, 'max_depth': 9, 'reg_lambda': 190.4959589109883, 'learning_rate': 0.11241238656963991}",0.569047619047619,0.3,0.0,0.0,-0.0761950515375932
6,2,LGBMClassifier,"{'num_leaves': 375, 'n_estimators': 14, 'min_child_samples': 117, 'max_depth': 8, 'reg_lambda': 380.1274857561103, 'learning_rate': 0.048280113265774374}",0.6904761904761905,0.3,0.0,0.0,-0.07898265582650332
6,3,LGBMClassifier,"{'num_leaves': 3, 'n_estimators': 34, 'min_child_samples': 27, 'max_depth': 6, 'reg_lambda': 436.5478625945876, 'learning_rate': 0.010627934390905607}",0.6466666666666666,0.3,0.0,0.0,-0.07776587503410237
6,4,LGBMClassifier,"{'num_leaves': 3, 'n_estimators': 441, 'min_child_samples': 11, 'max_depth': 2, 'reg_lambda': 0.008866460915184815, 'learning_rate': 0.18281506398310873}",0.7185714285714286,0.68,-0.020000000000000018,-0.006237006237006182,-0.2076343449658289
6,5,LGBMClassifier,"{'num_leaves': 9, 'n_estimators': 61, 'min_child_samples': 105, 'max_depth': 8, 'reg_lambda': 295.35185689015185, 'learning_rate': 0.022955770847173256}",0.6904761904761905,0.3,0.0,0.0,-0.07880796213372321
6,6,LGBMClassifier,"{'num_leaves': 14, 'n_estimators': 12, 'min_child_samples': 486, 'max_depth': 10, 'reg_lambda': 649.3875577585085, 'learning_rate': 0.4376232783770754}",0.5,0.3,0.0,0.0,-0.07815791191290666
7,0,LGBMClassifier,"{'num_leaves': 11, 'n_estimators': 245, 'min_child_samples': 39, 'max_depth': 8, 'reg_lambda': 0.19033850398667213, 'learning_rate': 0.3275186039771844}",0.7752380952380952,0.74,0.2158119658119657,0.21714865550481993,0.07460943609435022
7,1,LGBMClassifier,"{'num_leaves': 292, 'n_estimators': 27, 'min_child_samples': 23, 'max_depth': 9, 'reg_lambda': 0.1566594464302613, 'learning_rate': 0.05135031945963697}",0.7861904761904762,0.73,0.2158119658119657,0.23084728564180618,-0.048921077749766784
8,0,LGBMClassifier,"{'num_leaves': 94, 'n_estimators': 61, 'min_child_samples': 8, 'max_depth': 5, 'reg_lambda': 64.29564812067356, 'learning_rate': 0.07527689195337979}",0.7861904761904761,0.59,0.010000000000000009,0.03973819541841983,-0.029489708314839547
8,1,LGBMClassifier,"{'num_leaves': 4, 'n_estimators': 187, 'min_child_samples': 10, 'max_depth': 10, 'reg_lambda': 0.004001787689369389, 'learning_rate': 0.12448878109010116}",0.8247619047619047,0.77,-0.1499999999999999,-0.04628330995792429,-0.09470795893593259
8,2,LGBMClassifier,"{'num_leaves': 2, 'n_estimators': 135, 'min_child_samples': 165, 'max_depth': 2, 'reg_lambda': 437.3313436062643, 'learning_rate': 0.03309086498564332}",0.6585714285714286,0.3,0.0,0.0,-0.08644939030899712
8,3,LGBMClassifier,"{'num_leaves': 12, 'n_estimators': 15, 'min_child_samples': 28, 'max_depth': 9, 'reg_lambda': 6.036510348505241, 'learning_rate': 0.030245765937427144}",0.719047619047619,0.56,-0.09999999999999998,-0.06825619448340348,-0.06921809866922624
8,4,LGBMClassifier,"{'num_leaves': 35, 'n_estimators': 14, 'min_child_samples': 71, 'max_depth': 6, 'reg_lambda': 0.002426458431138409, 'learning_rate': 0.12168926069968218}",0.7330952380952381,0.67,0.08999999999999997,0.13417484805984115,-0.06776389147760731
8,5,LGBMClassifier,"{'num_leaves': 12, 'n_estimators': 14, 'min_child_samples': 268, 'max_depth': 9, 'reg_lambda': 55.95658069926316, 'learning_rate': 0.013832579963862874}",0.6452380952380952,0.3,0.0,0.0,-0.07060195977817985
9,0,LGBMClassifier,"{'num_leaves': 156, 'n_estimators': 24, 'min_child_samples': 317, 'max_depth': 9, 'reg_lambda': 0.006643852038515032, 'learning_rate': 0.4883686552748282}",0.7335714285714287,0.65,0.050000000000000044,0.055633473585787685,0.023424308158288776
9,1,LGBMClassifier,"{'num_leaves': 18, 'n_estimators': 11, 'min_child_samples': 10, 'max_depth': 2, 'reg_lambda': 1.6271384763031034, 'learning_rate': 0.1294795166952462}",0.8030952380952381,0.73,0.21999999999999997,0.14446002805049096,0.03115398776781675
9,2,LGBMClassifier,"{'num_leaves': 75, 'n_estimators': 14, 'min_child_samples': 101, 'max_depth': 7, 'reg_lambda': 95.97511350614232, 'learning_rate': 0.09337958350654557}",0.7830952380952381,0.64,-0.06000000000000005,-0.0944366526414212,0.0504310791659045
9,3,LGBMClassifier,"{'num_leaves': 12, 'n_estimators': 32, 'min_child_samples': 45, 'max_depth': 10, 'reg_lambda': 0.0026329516718069357, 'learning_rate': 0.10474989406408935}",0.7652380952380952,0.7,-0.09999999999999998,-0.03459560542309492,0.08691816072608272
9,4,LGBMClassifier,"{'num_leaves': 76, 'n_estimators': 88, 'min_child_samples': 74, 'max_depth': 2, 'reg_lambda': 215.91781857168579, 'learning_rate': 0.3193872346780884}",0.797142857142857,0.75,-0.019999999999999907,-0.0649836372136513,0.06185776790057851
9,5,LGBMClassifier,"{'num_leaves': 37, 'n_estimators': 17, 'min_child_samples': 174, 'max_depth': 5, 'reg_lambda': 544.362836563387, 'learning_rate': 0.01351907779128265}",0.7604761904761905,0.64,-0.020000000000000018,-0.08321645628798507,0.06815058119432404
