number,duration,params_learning_rate,params_max_depth,params_min_child_weight,params_n_estimators,params_num_leaves,params_reg_lambda
573,0 days 00:00:03.172449,0.10821238948285476,14,0.5802027052165621,5000,75,15.90558193449841
574,0 days 00:00:53.346756,0.0029814444772975532,4,0.05454774481217054,5000,86,0.23881388560235867
575,0 days 00:01:03.850498,0.002084453604323485,11,0.04375278141219647,5000,45,1.9840198003344574
576,0 days 00:00:07.392991,0.021950283448569554,19,0.03932511110276474,5000,12,0.0064657127714762026
577,0 days 00:00:08.504089,0.02120564116363364,15,340.00696002184316,5000,93,0.023017557599100232
578,0 days 00:00:52.212340,0.005766322384367584,2,4.519759858395333,5000,46,0.04702427856406002
579,0 days 00:00:03.651459,0.08208102251050045,12,0.0015113296522427883,5000,42,6.179912164168967
580,0 days 00:02:07.770625,0.0011162696903151243,4,0.0010281704029573673,5000,55,0.0010766609746996724
581,0 days 00:01:37.192756,0.004158665626452622,2,0.2861655303564155,5000,36,51.619070184624036
582,0 days 00:00:08.645600,0.017604506235714266,10,0.0892405832751027,5000,31,1.330988738591244
583,0 days 00:02:14.737771,0.0010342014414967335,7,0.004974199564703445,5000,12,13.89574079164088
584,0 days 00:00:06.846907,0.037676198460906335,3,29.134558255964514,5000,18,0.0067061513492376445
585,0 days 00:00:03.994757,0.051234279149161524,7,0.01720658147392946,5000,61,0.003097671689266526
586,0 days 00:00:05.122030,0.08942296365174847,2,0.027027917434296323,5000,19,0.7415103999060153
587,0 days 00:01:24.873379,0.0032736483175029307,18,0.05854142628774408,5000,93,125.02481227913981
588,0 days 00:00:39.474240,0.003994130509015278,17,0.006222065820284975,5000,10,0.007009251265594931
589,0 days 00:00:02.033989,0.17697917185290657,3,0.0017584672682885328,5000,44,8.18570733837111
590,0 days 00:00:15.538008,0.014866052674434272,7,499.03419708083163,5000,32,2.698936996391531
591,0 days 00:00:05.935635,0.035205863844196404,17,1.0428073196535264,5000,58,0.13675923900307105
592,0 days 00:00:06.045781,0.0315181848987114,15,2.115768902085743,5000,48,0.00462068912422049
593,0 days 00:00:04.636183,0.037496538881908514,18,0.11350238315103263,5000,20,0.001400054999383928
594,0 days 00:02:58.148269,0.001303450553689102,11,29.84660543313554,5000,47,164.43710099191327
595,0 days 00:00:02.598996,0.07569760019985944,15,37.84465229608966,5000,42,2.8732003370166472
596,0 days 00:00:06.881063,0.030123050712608814,11,204.6017802083411,5000,35,0.0031508895832433035
597,0 days 00:00:11.588080,0.015628054561513935,14,1.8697804776380826,5000,97,0.021897078995903745
598,0 days 00:00:04.550946,0.03655502315661727,5,3.2448393341373127,5000,20,0.009345324942673136
599,0 days 00:00:02.583380,0.0695908324014319,4,1.492780573870835,5000,15,0.4498689904859117
600,0 days 00:00:02.206604,0.15133600428374103,14,0.05303092052227289,5000,68,0.09018553187636526
601,0 days 00:00:09.424755,0.023508542348263637,13,1.048086249533662,5000,17,0.980321861989677
602,0 days 00:00:03.353102,0.07539630523286009,10,298.78174018958714,5000,55,48.595300057336146
603,0 days 00:02:01.713535,0.0018180018635805856,3,0.004356211117785475,5000,22,4.466979744966921
604,0 days 00:00:29.949858,0.01197661084585852,8,14.397092328132851,5000,67,143.99665971945296
605,0 days 00:00:59.248258,0.0023605552270440752,15,42.81122455934001,5000,68,0.09753380584389994
606,0 days 00:00:39.007761,0.0036311591845754605,14,0.002091629471421376,5000,63,0.0010387488675277598
607,0 days 00:01:37.751687,0.003933339742882024,2,0.0012764646433225052,5000,91,51.464311618074326
608,0 days 00:00:04.729606,0.1418886339652583,16,467.2337810419097,5000,51,18.0867976947716
609,0 days 00:01:22.731319,0.004994347452198582,2,0.8434032344974383,5000,13,24.21692825172685
610,0 days 00:00:32.921329,0.006918084826360332,3,4.0187331013919785,5000,81,0.004293080208720372
611,0 days 00:02:16.994837,0.0014559837386163988,12,0.38541983997509344,5000,12,445.5126792914638
612,0 days 00:00:46.510463,0.0023158549686910094,16,81.07381691012613,5000,55,0.3909395954371424
613,0 days 00:00:03.786492,0.0431707885350258,13,40.68327115910075,5000,73,0.0016474062676764165
614,0 days 00:00:06.366564,0.03127740314605363,6,88.5918146014265,5000,40,0.0855825706867551
615,0 days 00:00:33.029292,0.009163349874432562,3,0.007236089904781519,5000,14,17.397730089157566
616,0 days 00:00:40.577038,0.004886659700973146,4,16.21402031145564,5000,30,0.016439788815219677
617,0 days 00:00:04.694274,0.043993840412177736,10,1.3595664853772447,5000,19,0.050537089761112396
618,0 days 00:00:10.176478,0.015377396953978027,8,0.03631084846565422,5000,23,0.18621661933595857
619,0 days 00:00:13.382365,0.011713484084200079,6,0.3650776538337553,5000,91,0.004190459373628825
620,0 days 00:00:05.774724,0.02941063432530756,7,0.004855622109349804,5000,18,0.0025177011145218896
621,0 days 00:00:09.935638,0.014956835313462834,15,0.22180632929351132,5000,13,0.002494854032481233
622,0 days 00:01:19.164000,0.0024468388308264526,14,62.86324868772573,5000,96,125.137893327321
623,0 days 00:00:05.651058,0.04383622330079234,17,140.64963272531318,5000,12,10.619038415764841
624,0 days 00:00:26.855240,0.015386588933416425,12,0.00824189498380171,5000,99,435.1939739608617
625,0 days 00:00:07.229520,0.021481604300086558,6,0.0034112508973047568,5000,76,0.25090702091808476
626,0 days 00:01:31.311044,0.005206023130103739,2,790.5527442037956,5000,20,0.002593658210712495
627,0 days 00:02:15.873730,0.0027535004529648916,7,0.1139418024393624,5000,11,635.5464611925879
628,0 days 00:00:33.546977,0.0034867389625462446,7,7.420131232960025,5000,65,0.8653251733487299
629,0 days 00:00:27.018661,0.00749875127273848,7,430.04348470395064,5000,31,0.011221460477307746
630,0 days 00:00:08.766045,0.02071690210810771,19,0.0028272985052633375,5000,31,0.09083052737731075
631,0 days 00:01:53.070899,0.0013565171823316134,7,0.025354964039890758,5000,16,0.14259815602043271
632,0 days 00:02:30.673036,0.0010379937196183992,5,0.5908394938504578,5000,28,357.431496377041
633,0 days 00:01:42.174467,0.002858232623547959,10,3.8436926659997703,5000,11,711.6410628139824
634,0 days 00:00:08.699574,0.02645576452611082,11,15.110726249425511,5000,47,0.001744680246984331
635,0 days 00:01:00.371700,0.002613323695945289,13,2.8270354447084083,5000,32,0.029328143318470716
636,0 days 00:00:59.916770,0.0029120370691154552,14,0.0014938850068720525,5000,22,26.219606378166013
637,0 days 00:00:14.806988,0.017086953722456666,6,204.62490801428575,5000,12,0.0017131774066619274
638,0 days 00:00:02.297252,0.09936656052074476,18,0.015194469071805118,5000,48,1.634631760804577
639,0 days 00:00:47.673895,0.0026365180763771047,12,0.00199057895828014,5000,94,0.19535069365630522
640,0 days 00:00:56.983033,0.0023755421669347764,15,0.38826263817964696,5000,46,0.012039078036369673
641,0 days 00:00:26.186597,0.005557585584394465,4,0.04099828298109871,5000,64,0.0014584743697509852
642,0 days 00:00:09.919735,0.018088906629803142,15,0.09842373766368634,5000,18,0.07577936131472171
643,0 days 00:00:10.358503,0.016584527910360334,7,275.57857497996844,5000,11,0.3608101740831824
644,0 days 00:00:15.070325,0.019161830486012815,15,3.9064778541689043,5000,20,90.6114792557475
645,0 days 00:00:36.324443,0.0063435728255476645,14,12.646538358959997,5000,12,73.35138713045887
646,0 days 00:00:03.221277,0.05839669079522442,12,1.981540758757822,5000,32,0.053359195770296484
647,0 days 00:00:43.587303,0.0032973011413525255,11,0.10934686259369689,5000,10,1.3825741498413515
648,0 days 00:00:09.567240,0.01933525944204145,18,109.31459855136909,5000,48,0.009023747930208322
649,0 days 00:00:17.578000,0.008999101199914022,4,0.03187339419045356,5000,17,0.0037326594329730152
650,0 days 00:00:09.495663,0.016832181394593464,5,25.24334764018853,5000,26,0.0045248227152508425
651,0 days 00:00:02.083528,0.12964173361373726,14,0.00227170993916003,5000,90,0.05711519794090351
652,0 days 00:00:05.914008,0.039354573805298484,16,0.0017952035541454207,5000,79,0.31937449372870047
653,0 days 00:00:45.002171,0.0027122746781262663,13,0.0015975646736385782,5000,80,0.031401372663908154
654,0 days 00:02:08.974638,0.001520715968419364,16,445.2878833003255,5000,69,116.5329149056984
655,0 days 00:01:19.445133,0.002351786840373542,3,0.0010852050298758157,5000,10,0.0257928799736892
656,0 days 00:02:54.522558,0.0010502400140751965,13,0.05946276587464893,5000,30,70.62116806266197
657,0 days 00:00:04.387436,0.059453378554127086,8,5.189954459524332,5000,72,0.045972607913269
658,0 days 00:00:04.767774,0.0356286756613291,8,0.018248575323232135,5000,62,0.398018482228533
659,0 days 00:01:31.957788,0.0022928932624696643,11,13.407675337192073,5000,13,5.837207381198189
660,0 days 00:00:14.442308,0.014283655435520818,4,0.006295545133967401,5000,79,3.8926663316823995
661,0 days 00:02:03.196085,0.0013672292867773735,3,607.5011512241427,5000,97,0.0018900190565432668
662,0 days 00:00:21.999738,0.007750617994369418,3,88.81146430703434,5000,14,0.06638191462968923
663,0 days 00:01:23.469486,0.002552411034199569,14,0.3701787788105314,5000,28,270.32557665291137
664,0 days 00:01:54.936731,0.012423770084457586,11,718.9979499677803,5000,17,930.9201666154946
665,0 days 00:00:22.631105,0.008637929688741141,7,17.70020699474255,5000,18,59.93274747747107
666,0 days 00:00:53.537731,0.0040062911392401155,14,1.5404218574977608,5000,83,85.15824239437734
667,0 days 00:00:03.743534,0.07130887171109081,9,0.017425827755048414,5000,20,28.649110044143313
668,0 days 00:02:00.558422,0.004154494922936408,5,685.008346279053,5000,71,46.639340213117215
669,0 days 00:00:17.889862,0.009817323082803317,10,2.659395680925513,5000,46,21.844989119410794
670,0 days 00:00:11.492019,0.038414166046028105,13,9.456711770902189,5000,10,163.53566596306922
671,0 days 00:00:03.271685,0.10925943984041228,10,325.3295511182954,5000,28,1.3658830356496412
672,0 days 00:00:04.361332,0.18844803540921304,4,0.491720590459063,5000,17,448.3761148991429
673,0 days 00:00:03.066980,0.06992862653364025,7,11.063453405708586,5000,76,4.749668981822562
674,0 days 00:00:05.152533,0.1370248618252157,6,0.07233765921606126,5000,41,308.8360130358061
675,0 days 00:00:11.598957,0.027653759984895346,2,0.8613178704464637,5000,79,0.09651732954558391
676,0 days 00:00:05.419936,0.0824888880411355,10,1.560750988891803,5000,68,87.75202118007081
677,0 days 00:00:04.108918,0.05003569552622143,15,0.3229770199162504,5000,47,2.585048196450964
678,0 days 00:02:51.455949,0.0016027489703327638,14,26.798953209836093,5000,54,711.571343552999
679,0 days 00:00:08.633951,0.04349244081776114,2,0.04186418346074057,5000,44,0.005818783340753783
680,0 days 00:00:07.248275,0.023912425741868384,6,142.64148066466794,5000,69,1.9053435438459383
681,0 days 00:00:05.864696,0.029234555196017427,15,0.0032394778871918167,5000,13,0.003511744679937958
682,0 days 00:00:16.640379,0.016937096884728872,5,1.0156955491651491,5000,30,133.1007460931206
683,0 days 00:00:07.535823,0.022316027018515663,8,0.3678402928963171,5000,36,5.861702923591886
684,0 days 00:00:38.062816,0.004903250576519366,13,0.004091203623885413,5000,25,35.92893094218955
685,0 days 00:00:04.335869,0.15012867100604402,6,409.19394356401324,5000,42,0.001165142054975171
686,0 days 00:00:54.788014,0.0027171059768620167,16,7.821261700098378,5000,19,11.219455027447742
687,0 days 00:00:50.057041,0.010318668813958846,5,10.149869660373799,5000,88,846.5280419384527
688,0 days 00:02:03.907465,0.0010945486743720659,11,0.8443592696356328,5000,10,0.014676325758843013
689,0 days 00:00:05.930478,0.046879130263987406,5,4.356262201186689,5000,23,116.86886304289817
690,0 days 00:00:05.044819,0.048762252975600814,3,34.341196548835796,5000,40,0.4942905982185535
691,0 days 00:00:25.638231,0.016435685301602134,19,0.040748822184810296,5000,96,325.0924016147534
692,0 days 00:00:02.763502,0.07955356302292318,8,0.00792732563855256,5000,62,0.4558529123766183
693,0 days 00:00:15.611554,0.0123049672917988,18,0.022424954659544638,5000,18,43.04989775279016
694,0 days 00:00:09.399203,0.015243686071134821,9,19.13868198822645,5000,15,0.48690693639266247
695,0 days 00:00:34.972756,0.003906489605141727,14,9.03521299421874,5000,68,3.1542315784554553
696,0 days 00:00:02.539411,0.12181678464209653,8,1.8145819020529066,5000,46,5.7042031559385595
697,0 days 00:00:06.920501,0.02479509570678082,13,114.7407672795148,5000,14,0.2369930711737831
698,0 days 00:00:05.552496,0.03410896021641245,14,0.1417881525193443,5000,64,0.0064215542181291375
699,0 days 00:00:12.114314,0.046147561021379596,6,0.6381733594932514,5000,66,898.6766670505493
700,0 days 00:00:05.017533,0.15096360380038615,14,11.701133135699134,5000,15,442.55862110263035
701,0 days 00:02:07.594951,0.002272330500047154,14,134.26335041872792,5000,16,745.6519540668642
702,0 days 00:00:19.843145,0.007345311316024863,18,0.001041376463017263,5000,46,0.0010518765272387427
703,0 days 00:00:40.197452,0.008211154646021379,7,3.125569862487694,5000,23,658.2947077927578
704,0 days 00:00:34.662323,0.012804550517842883,2,25.764510158516558,5000,32,0.004830830248209719
705,0 days 00:00:06.356419,0.050907314866006546,7,0.005795012985940715,5000,20,123.7836719195515
706,0 days 00:00:41.635632,0.003561138153963543,14,11.812841408930959,5000,76,2.2919758969215698
707,0 days 00:00:28.991677,0.012011213052425238,2,7.345185748420432,5000,51,7.401625663270158
708,0 days 00:00:04.221630,0.07992557002738379,3,0.07763066280464821,5000,70,3.3693220300434352
709,0 days 00:00:48.771204,0.0038552099882528464,19,0.03758667579023794,5000,17,13.466536632732625
710,0 days 00:00:04.707177,0.04039449343077633,16,3.384795348776644,5000,31,15.229723996983454
711,0 days 00:00:07.390171,0.0225442387921476,5,0.31558303623880785,5000,79,0.2988730920716657
712,0 days 00:01:02.744233,0.002406844228210392,18,23.53320489316661,5000,51,1.529765725102496
713,0 days 00:02:38.126840,0.0015541425595433402,15,0.5252760672213126,5000,76,58.09002820855015
714,0 days 00:00:03.512867,0.1318960295763079,2,181.0859565053208,5000,78,82.68404176773718
715,0 days 00:00:14.777166,0.013240778523113282,16,0.4185130798720879,5000,49,0.003537671249663378
716,0 days 00:00:02.851367,0.07679842547263918,5,30.622331452192036,5000,34,0.5551462110881549
717,0 days 00:00:02.712204,0.06389391428373807,6,0.2193931745642739,5000,13,0.004468072002134697
718,0 days 00:00:12.680842,0.013454223639672682,6,19.718999518879727,5000,51,0.014146950684169003
719,0 days 00:00:02.990970,0.07914117358735326,7,0.032307769246348816,5000,42,0.0019658842716474417
720,0 days 00:00:28.563284,0.0061067148098770015,16,6.371041784901043,5000,82,0.003946278164637784
721,0 days 00:01:33.512211,0.0013001585401929184,4,3.5687641166590116,5000,65,1.1494111541446737
722,0 days 00:00:15.892016,0.007702913756933517,14,129.74324581347898,5000,61,0.2568370096741669
723,0 days 00:01:31.655850,0.001686835168004175,12,0.001647606647426031,5000,80,2.757356832254057
724,0 days 00:00:23.351408,0.007736560430296024,8,24.197120433965953,5000,14,0.006372076712171781
725,0 days 00:02:24.597995,0.0010516513076922912,11,0.08182972969342807,5000,80,0.13319948566709008
726,0 days 00:01:55.605682,0.0012603346154263044,14,3.0005167700792024,5000,52,1.0129014134386898
727,0 days 00:00:03.799452,0.08809618482615023,7,0.0413443450250513,5000,32,28.16649078651155
728,0 days 00:00:59.388577,0.0022840689788850006,10,1.8606884582346852,5000,26,6.399766063352791
729,0 days 00:00:01.784977,0.16629626291750704,10,10.667971824340318,5000,28,0.0013911579290115555
730,0 days 00:00:02.229301,0.11632701994773058,16,0.002370576185978431,5000,18,0.010778013092218723
731,0 days 00:01:42.439090,0.001229048711966478,9,0.043027388583522154,5000,13,0.0013310541321653183
732,0 days 00:00:05.073309,0.07807935821416238,16,1.0965756991095164,5000,14,273.3395297453527
733,0 days 00:00:14.022772,0.01370146824028795,5,0.12672214387230882,5000,10,10.327272250026505
734,0 days 00:02:51.505037,0.0017761525304022014,19,4.716940253813138,5000,80,80.75540888079897
735,0 days 00:00:03.682753,0.04113898643990797,5,0.0013189501295830341,5000,25,0.2875891033969808
736,0 days 00:00:25.920915,0.0400325810323314,14,0.2886755343709445,5000,53,847.3479026173214
737,0 days 00:00:01.928591,0.09986940837080749,11,214.44419384008646,5000,97,0.006935894257411183
738,0 days 00:00:15.476708,0.01082543061316056,15,0.0026482665008711347,5000,38,0.0017429060389147464
739,0 days 00:00:24.584764,0.005722582048084198,12,0.06362799992644032,5000,10,0.0785372043972438
740,0 days 00:01:33.906757,0.0021046052649778403,13,764.6467094129973,5000,53,0.4869816597862966
741,0 days 00:01:22.772353,0.0021850907360937413,11,0.0011090896156876694,5000,85,28.52667069664053
742,0 days 00:00:16.825300,0.008633301920128383,8,4.7058736567090245,5000,16,0.3179489947464764
743,0 days 00:00:04.553943,0.06008918764607769,11,226.14745854136476,5000,16,0.047621169450215044
744,0 days 00:00:31.849242,0.004716822761731888,12,69.29316546480158,5000,10,0.21398339195599367
745,0 days 00:00:02.319381,0.09194627054545287,8,0.25979275930936446,5000,15,0.2344806002133818
746,0 days 00:00:25.289099,0.00639661816046772,10,2.5021983105646672,5000,18,3.6518507611085442
747,0 days 00:01:02.513117,0.002223175419662615,7,0.0014416583445076877,5000,39,0.2736240901824555
748,0 days 00:00:05.225754,0.06244512371208722,17,0.0011059235126733428,5000,60,0.0029075965295556395
749,0 days 00:00:23.568084,0.005761910959777052,10,71.43244071551618,5000,26,0.08407995930728707
750,0 days 00:02:26.062455,0.0012177386297704664,5,0.16461885243225016,5000,38,273.66901805962004
751,0 days 00:00:07.196591,0.02763481390168953,7,0.27145370256531076,5000,66,0.012640778020755809
752,0 days 00:00:08.495705,0.07441254940813598,16,35.07522676617767,5000,77,421.97432781264433
753,0 days 00:00:55.944237,0.007640426497926249,13,0.3468487737855399,5000,52,535.4000900284084
754,0 days 00:00:04.196336,0.06978393256022873,17,40.383508490643926,5000,63,0.008107295980667489
755,0 days 00:01:37.950770,0.0017322297481148767,16,0.06625683827019538,5000,79,5.163973278280599
756,0 days 00:00:17.338324,0.007058633876525381,18,19.11936779292733,5000,14,0.013367909267769804
757,0 days 00:02:18.664177,0.0016992633951719825,17,0.5358200193537119,5000,14,131.26435512494328
758,0 days 00:02:05.789211,0.0010745693143820434,13,0.0057467234015165505,5000,10,1.5859785761715028
759,0 days 00:00:04.502153,0.03970414030634753,17,103.84448753911522,5000,23,0.0010245315468847354
760,0 days 00:00:52.773603,0.002744297633328117,4,0.06280942946610363,5000,12,6.059614455127419
761,0 days 00:00:33.983659,0.0041025244728446555,16,7.624096958236047,5000,67,0.004078771276057789
762,0 days 00:00:11.290756,0.027403078607970886,2,0.3243885425407035,5000,40,0.004716886686610986
763,0 days 00:00:06.175889,0.05269939015342214,12,383.40182310678375,5000,94,1.415060002657545
764,0 days 00:00:31.113048,0.00487398258342829,12,0.2293631698054773,5000,35,8.11234412236254
765,0 days 00:02:18.958347,0.0010080624947550385,6,0.01049609478998068,5000,24,0.25394376568532123
766,0 days 00:00:02.120681,0.11232580108997792,9,0.5774828635875852,5000,20,0.010714985475147182
767,0 days 00:00:12.921798,0.010978032955760756,8,109.91251610812188,5000,15,0.019868987343057
768,0 days 00:00:03.315947,0.06991101489112905,16,0.0023302770148075557,5000,24,0.0033008892005974987
769,0 days 00:00:29.137022,0.005362114005772838,6,3.6459841246219344,5000,87,13.046715086604229
770,0 days 00:01:18.068563,0.0033040044256627057,9,0.004367619434874132,5000,14,547.2874105688874
771,0 days 00:00:17.522133,0.0083931658000159,17,0.8247897910796106,5000,47,0.23837066304179666
772,0 days 00:00:25.803964,0.006579564534224471,13,0.021161759817698318,5000,98,1.9027208424889246
773,0 days 00:00:20.815782,0.008316385159185905,7,0.40836148987317156,5000,53,0.6601112670783048
774,0 days 00:00:18.268406,0.00822477121836132,13,0.8845883934169995,5000,10,0.002007575160049535
775,0 days 00:00:03.319899,0.09920827906470865,9,6.870223434085858,5000,11,4.855224165582517
776,0 days 00:00:03.890165,0.04293581570412646,4,0.0010199156443817332,5000,94,0.00717166569860672
777,0 days 00:00:05.979942,0.0769960452108058,7,157.23050908565918,5000,40,256.00446615213696
778,0 days 00:00:09.888091,0.014707618676020998,11,0.467766773802842,5000,54,0.0014237329091677246
779,0 days 00:00:15.498823,0.010020249074985738,18,0.6155193852346766,5000,69,0.3033938307359433
780,0 days 00:01:32.581563,0.002094328788397894,8,470.602071826215,5000,11,1.6397691150332412
781,0 days 00:00:23.639598,0.03310718550572119,17,8.729187518152928,5000,59,987.1539587994439
782,0 days 00:01:25.465359,0.0017142713693324898,9,0.015510593613584728,5000,12,0.1716748589195372
783,0 days 00:00:15.569279,0.010469909983430779,7,0.016232177056338438,5000,48,0.0035235595107187528
784,0 days 00:00:12.855851,0.012252239066246595,16,2.5794061494385927,5000,18,0.22369937410701218
785,0 days 00:00:40.341963,0.0038080657488797675,6,0.01534487087620783,5000,15,24.28716882365011
786,0 days 00:00:23.107881,0.0069430886517884,5,1.6504004764809754,5000,88,9.762246543397955
787,0 days 00:00:02.768113,0.14079104134530812,8,0.009627118644566966,5000,25,121.98245481505526
788,0 days 00:00:05.094208,0.031522674884283765,7,301.0367746771489,5000,15,0.09930012613383503
789,0 days 00:00:27.875298,0.005353299068968084,6,291.92173258468944,5000,51,19.309129846988466
790,0 days 00:00:28.743693,0.005617572337157715,9,0.012869061832353923,5000,27,1.263468794629917
791,0 days 00:00:23.893847,0.004403870085679182,5,47.96397584843711,5000,79,0.2875633686724565
792,0 days 00:01:25.227587,0.0025370264587789787,10,0.014784836159323272,5000,78,51.50881636932685
793,0 days 00:00:06.659257,0.041054252026636796,4,158.4204866268289,5000,83,0.0023617001697254785
794,0 days 00:00:02.649921,0.08768869820159741,17,0.010221460597676856,5000,64,0.004555617657401411
795,0 days 00:00:06.206398,0.0312564806889247,11,0.09565901589083321,5000,24,0.0020082672599281482
796,0 days 00:01:20.591575,0.0019078905211619985,6,0.08230396327823378,5000,65,2.5823005379256956
797,0 days 00:00:15.492937,0.009088618071019829,9,0.02642513085148415,5000,31,8.185728552244049
798,0 days 00:01:09.525723,0.00196013328029388,11,0.06859533822649892,5000,11,1.4233625956261324
799,0 days 00:00:19.974329,0.009704340134320187,11,218.59817423030324,5000,10,4.988337090828945
800,0 days 00:00:01.852365,0.16626579969778607,14,0.5103238035528351,5000,76,0.2809712643560644
801,0 days 00:02:09.554620,0.0019167273104321628,4,40.39049729700544,5000,84,346.10839599609693
802,0 days 00:00:12.350163,0.01282689626546449,11,0.0012255760115201027,5000,32,0.08786153458918504
803,0 days 00:00:02.431991,0.11705815075293069,13,33.88889173815191,5000,19,0.13732783373661367
804,0 days 00:00:03.304368,0.0929430994599141,7,0.003265056925793233,5000,12,3.0242241638813963
805,0 days 00:00:08.358912,0.03641574484367655,4,17.361002538455903,5000,12,173.47095880745658
806,0 days 00:00:03.717614,0.06502645810694738,16,222.85647719541512,5000,12,1.4795917679402222
807,0 days 00:00:29.861245,0.00704305720408556,3,1.68458118332918,5000,64,6.2105716542510665
808,0 days 00:00:17.034374,0.00960236662727385,18,0.29568943168552936,5000,36,0.002488414592267296
809,0 days 00:00:18.655144,0.029823840720257257,8,631.3754834978799,5000,46,1.1003684828076974
810,0 days 00:01:15.990500,0.0019331647508172712,9,0.04138301007954836,5000,12,0.0014723038208495224
811,0 days 00:01:25.687457,0.001540244688251861,19,0.40468674891726436,5000,47,7.443649603643127
812,0 days 00:00:19.989478,0.011303570381278825,4,4.99503263819749,5000,57,1.6570091433651075
813,0 days 00:00:06.096191,0.04345207599528858,13,0.0049903140789200945,5000,10,0.021512868780786742
814,0 days 00:00:09.896978,0.017227983987290838,9,0.0041975778894564825,5000,16,0.10816570171263613
815,0 days 00:02:53.673514,0.0021368636759755153,18,0.13841727124841238,5000,44,513.3459370157098
816,0 days 00:00:14.475083,0.010938705609847537,4,0.6632366318973072,5000,65,0.05922303246525538
817,0 days 00:00:01.451640,0.16873377809522874,5,1.839251911684351,5000,29,0.6208266319087304
818,0 days 00:00:03.397116,0.05955385418516104,6,36.379494260464526,5000,49,9.033168162000388
819,0 days 00:00:23.583707,0.013100401148083267,3,2.7037982010953323,5000,62,91.43165306922148
820,0 days 00:00:03.342591,0.09586849682588613,19,15.584215632721946,5000,31,0.10119264054202588
821,0 days 00:00:02.316804,0.10506467487013542,9,0.45454153231327205,5000,33,21.195812070759825
822,0 days 00:01:07.075592,0.0021719871829679674,4,0.248160692426837,5000,30,0.6885921150425814
823,0 days 00:00:02.827074,0.09032743299178239,4,0.08004331413683348,5000,24,15.962305076423096
824,0 days 00:00:58.922518,0.0046096481653389075,5,0.06899426687973072,5000,20,382.4169140116545
825,0 days 00:01:04.277867,0.002425277259502006,5,0.3106486848032316,5000,45,2.8793266805922824
826,0 days 00:00:10.997500,0.015411231011358816,11,0.18188833926447692,5000,60,0.017998233932370083
827,0 days 00:00:07.093205,0.02445119933763335,16,86.88926721924355,5000,20,17.312798853387065
828,0 days 00:02:10.049287,0.0010551107967773404,11,10.781548461277035,5000,78,0.033110521370296686
829,0 days 00:00:22.824512,0.006602061719853478,16,0.039086129418167984,5000,10,0.0021400350046976665
830,0 days 00:00:06.487485,0.026827033936944085,16,0.42384112371621674,5000,19,0.0412391125606547
831,0 days 00:00:16.023203,0.0708067404597037,11,7.65239501674398,5000,12,933.3428034863036
832,0 days 00:00:04.815133,0.06770245475262042,10,14.560241928804652,5000,28,20.047574946174294
833,0 days 00:00:20.956304,0.009290597100050604,7,0.005105259853618447,5000,95,5.30636325367103
834,0 days 00:00:07.041878,0.04065130686328963,3,0.0039025353671903384,5000,49,3.6211718352556233
835,0 days 00:01:37.650761,0.0040955566794494205,6,844.604533300804,5000,36,4.610753145132347
836,0 days 00:00:30.146886,0.0117840357672924,3,532.9971410031831,5000,46,0.004940466014068487
837,0 days 00:00:52.235058,0.0037507716319367715,10,236.53554528736956,5000,23,144.3845100906779
838,0 days 00:01:27.222512,0.0015231794577569354,18,0.7841311817118304,5000,46,13.325704846146598
839,0 days 00:00:08.276102,0.023044867101943735,14,0.5696870569724966,5000,40,0.1482271499737662
840,0 days 00:00:30.847210,0.005303423762580046,13,0.0020190846063359046,5000,96,0.4872480364925644
841,0 days 00:00:04.854355,0.052042212055075976,14,0.02516995011824998,5000,99,0.0022436444955241798
842,0 days 00:01:43.024540,0.0013351907973563467,14,0.03913909140211304,5000,51,0.26873108854517674
843,0 days 00:00:04.662863,0.047359525685717344,8,0.0029120760021922585,5000,11,0.003466211281226061
844,0 days 00:00:58.821866,0.0025973686802921937,8,0.015880418827319418,5000,22,0.1098584158054135
845,0 days 00:01:05.394064,0.0018708856360599513,7,38.39773955168154,5000,57,0.0013852670861615856
846,0 days 00:00:47.747835,0.019198813101304932,3,750.3946551021976,5000,24,190.40715449078948
847,0 days 00:00:06.108341,0.02540443193483585,6,2.7895944074236314,5000,13,0.0025147489857944042
848,0 days 00:00:21.356509,0.009708779224225516,8,76.2436436158786,5000,44,176.64681067891573
849,0 days 00:01:36.322539,0.0032868697462732433,2,8.253409685831421,5000,59,0.0033817660820214357
850,0 days 00:00:55.046583,0.0037304446613918023,16,0.0035159307318853978,5000,20,45.47458118352655
851,0 days 00:02:06.983037,0.0010068650607276577,5,449.26582574189854,5000,21,20.66741260466507
852,0 days 00:00:42.297044,0.003355292106519268,17,0.13191663763202785,5000,11,0.002404762569711072
853,0 days 00:00:37.273437,0.0037701159199303737,15,3.6275110993396162,5000,48,0.48075214336774025
854,0 days 00:00:05.729984,0.03098873106082029,18,0.00146424227642312,5000,15,0.026850065193521264
855,0 days 00:00:40.735321,0.008574141683058381,2,240.62688806996556,5000,58,20.754282553907622
856,0 days 00:00:23.843635,0.005936517749560063,17,256.48920990462716,5000,27,0.0019019848388294703
857,0 days 00:00:03.064105,0.06315858645551195,7,0.004630716072754215,5000,18,0.0015938280387313515
858,0 days 00:00:10.242538,0.033510578781429635,2,0.014274303935359283,5000,78,0.3355188585800579
859,0 days 00:01:42.372163,0.0015804636878243667,9,0.006029212637956565,5000,21,1.797550000692896
